,STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DISTRICT,GLOBALID
341,Pharmacy,Rite Aid,,3112 E 1ST AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.951081,39.7174,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
342,Small Grocery Store,Continental's Deli,,250 N STEELE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.94946499999999,39.720399,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
343,Supermarket,Whole Foods,,2375 E 1st Ave # West,,Denver,CO,80206.0,(720) 941-4100,,,541105.0,445110.0,77407000.0,,300.0,250 to 499,,"40,000+",InfoGroup2014,-104.956783,39.718799,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
344,Specialty Food Store,Duke's Corner Store,,2727 E 2nd Ave,,Denver,CO,80206.0,(303) 955-7663,,,539901.0,452990.0,496000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.954959,39.719513,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
345,Specialty Food Store,Penzeys Spices,,200 Fillmore St,,Denver,CO,80206.0,(303) 329-0570,,,549902.0,445299.0,229000.0,,2.0,1 to 4,,"2,500 - 9,999",InfoGroup2014,-104.953099,39.719793,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
346,Specialty Food Store,Truffle,,2906 E 6th Ave,,Denver,CO,80206.0,(303) 322-7363,,,545103.0,445299.0,318000.0,,4.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.95313300000001,39.725491999999996,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
347,Specialty Food Store,Oliver's Meat Market,,1718 E 6th Ave,,Denver,CO,80218.0,(303) 733-4629,,,542107.0,445210.0,840000.0,,4.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.966604,39.725452000000004,,Country Club,Council District 10,{00000000-0000-0000-0000-000000000000}
348,Convenience Store With Gas,Conoco,,785 N COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.941079,39.728790000000004,,Congress Park,Council District 10,{00000000-0000-0000-0000-000000000000}
349,Pharmacy,Capitol Heights Pharmacy,,1200 N MADISON ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.94584099999999,39.735258,,Congress Park,Council District 10,{00000000-0000-0000-0000-000000000000}
350,Small Grocery Store,Pappas Grocery Store - 12th Avenue Market & Deli,,2620 E 12th Ave,,Denver,CO,80206.0,(303) 333-7094,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.955825,39.735051,,Congress Park,Council District 10,{00000000-0000-0000-0000-000000000000}
351,Specialty Food Store,New World Cheese,,2504 E Colfax Ave,,Denver,CO,,,,,,,,,,,,,DEH2015,-104.95713400000001,39.739978,,Congress Park,Council District 10,{00000000-0000-0000-0000-000000000000}
352,Convenience Store,7-Eleven,,1090 N OGDEN ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.97501000000001,39.733512,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
353,Convenience Store,7-Eleven,,1000 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.975104,39.73986,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
354,Convenience Store,Capitol Hill Market,,638 E Colfax Ave,,Denver,CO,80203.0,(303) 832-3003,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.979001,39.739775,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
355,Convenience Store,City Store,,1100 Broadway,,Denver,CO,80203.0,(303) 863-1700,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.98726299999998,39.733915,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
356,Convenience Store,Jack Market,,518 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.980646,39.73984,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
357,Convenience Store,Zak Market,,424 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98148700000002,39.739734000000006,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
358,Supermarket,King Soopers,,1155 E 9th Ave # A,,Denver,CO,80218.0,(303) 832-5262,,,541105.0,445110.0,46444000.0,,180.0,100 to 249,,"40,000+",InfoGroup2014,-104.973777,39.731541,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
359,Supermarket,Whole Foods,,900 E 11th Ave,,Denver,CO,80218.0,(303) 832-7701,,,541105.0,445110.0,17545000.0,,68.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.975844,39.733266,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
360,Specialty Food Store,Tony's Market,,950 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98701799999999,39.731359999999995,,Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
361,Convenience Store,7-Eleven,,551 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.980399,39.740145,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
362,Convenience Store,7-Eleven,,1690 N PEARL ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.979603,39.743017,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
363,Convenience Store,Russell's,,1670 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98665600000001,39.74284,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
364,Convenience Store,Russell's,,1700 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.986921,39.743584999999996,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
365,Convenience Store,7-Eleven,,10010 E GIRARD AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.87173899999999,39.65441,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
366,Convenience Store,Dos Cunados,,10101 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.870051,39.653775,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
367,Convenience Store With Gas,Conoco/Circle K,,3495 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912999,39.65444,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
368,Pharmacy,Walgreen,,6200 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91570300000001,39.73961,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
369,Supermarket,King Soopers,,1355 Krameria St,,Denver,CO,80220.0,(303) 388-2249,,,541105.0,445110.0,70182000.0,,272.0,250 to 499,,"40,000+",InfoGroup2014,-104.91620900000001,39.738510999999995,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
370,Supermarket,Safeway,,6220 E 14th Ave # 1,,Denver,CO,80220.0,(303) 242-3523,,,541105.0,445110.0,18835000.0,,73.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.91559199999999,39.737532,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
371,Specialty Food Store,Awash Grocery Store,,1440 Poplar St,,Denver,CO,80220.0,(303) 321-4286,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.904421,39.739527,,Montclair,Council District 5,{00000000-0000-0000-0000-000000000000}
372,Small Grocery Store,Marczyk Fine Foods,,5100 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.927749,39.73979,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
373,Supermarket,Trader Joe's,,790 Colorado Blvd,,Denver,CO,80206.0,(303) 321-3245,,,541105.0,445110.0,15481000.0,,60.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940427,39.729023,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
374,Specialty Food Store,Shola Market,,4218 E Colfax Ave,,Denver,CO,80220.0,(303) 780-9581,,,549902.0,445299.0,114000.0,,1.0,1 to 4,,"2,500 - 9,999",InfoGroup2014,-104.937898,39.739969,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
375,Specialty Food Store,Tienda Salvadorena,,5128 E Colfax Ave,,Denver,CO,80220.0,(303) 394-4185,,,533101.0,452990.0,338000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.92723400000001,39.73979,,Hale,Council District 5,{00000000-0000-0000-0000-000000000000}
376,Convenience Store,7-Eleven,,1103 N YOSEMITE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.885026,39.733062,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
377,Convenience Store,East African Convenience,,8212 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.892472,39.74,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
378,Convenience Store,T's Food Market,,8332 E Colfax Ave,,Denver,CO,80220.0,(303) 377-4817,,,541105.0,445110.0,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.890855,39.739876,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
379,Convenience Store,Syracuse Market,,1131 N SYRACUSE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.899149,39.733714,Healthy Corner Store Initiative,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
380,Specialty Food Store,New Discount Stores,,1133 Yosemite St # C,,Denver,CO,80220.0,(303) 399-2465,,,531104.0,452112.0,440000.0,,2.0,1 to 4,,"40,000+",InfoGroup2014,-104.884727,39.733748,,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
381,Superette,Family Asia Market,,8800 E Colfax Ave,,Denver,CO,80220.0,(303) 399-3777,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.885479,39.739857,Healthy Corner Store Initiative,East Colfax,Council District 5,{00000000-0000-0000-0000-000000000000}
382,Convenience Store,7-Eleven,,750 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912772,39.703074,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
383,Convenience Store With Gas,Diamond Shamrock/Corner Store,,990 S MONACO STREET PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91243300000001,39.698757,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
384,Convenience Store With Gas,Gas Plus,,800 S MONACO STREET PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91238700000001,39.702106,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
385,Convenience Store With Gas,Shop Fast,,6504 E ALAMEDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912508,39.710941,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
386,Dollar Store,Dollar Tree,,600 S Holly St # 105,,Denver,CO,80246.0,(303) 377-2026,,,533101.0,452990.0,2032000.0,,12.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.9215,39.705918,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
387,Small Grocery Store,M & I International Market,,909 S ONEIDA ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.90900900000001,39.699734,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
388,Small Grocery Store,Marhaba International Market,,6879 LEETSDALE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.908695,39.700679,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
389,Small Grocery Store,Merhaba International Market,,6879 Leetsdale Dr,,Denver,CO,80224.0,(303) 333-7653,,,541105.0,445110.0,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.908695,39.700679,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
390,Small Grocery Store,Natural Grocer - Vitamin Cottage,,5231 Leetsdale Dr,,Denver,CO,80246.0,(303) 399-0164,,,541105.0,445110.0,3870000.0,,15.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.926096,39.708494,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
391,Supermarket,King Soopers,,890 S Monaco Pkwy,,Denver,CO,80224.0,(303) 333-1535,,,541105.0,445110.0,42574000.0,,165.0,100 to 249,,"40,000+",InfoGroup2014,-104.91271499999999,39.700540999999994,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
392,Specialty Food Store,Dulce & Canela Bakery,,6625 LEETSDALE DR UNIT B,,Denver,CO,80224.0,,,,,,,,,,,,DEH2014,-104.91129099999999,39.702246,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
393,Specialty Food Store,European Mart,,5225 LEETSDALE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.92674299999999,39.708453999999996,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
394,Specialty Food Store,Les Delices De Paris,,600 S HOLLY ST #101,,Denver,CO,80246.0,,,,,,,,,,,,DEH2014,-104.9215,39.705918,,Washington Virginia Vale,Council District 5,{00000000-0000-0000-0000-000000000000}
395,Supermarket,Albertsons,,200 Quebec St # 400,,Denver,CO,80230.0,(303) 340-4455,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.90258700000001,39.720886,,Lowry Field,Council District 5,{00000000-0000-0000-0000-000000000000}
396,Specialty Food Store,Savory Spice Shop,,200 Quebec St # 600-101,,Denver,CO,80230.0,(303) 364-2188,,,549902.0,445299.0,572000.0,,5.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.903447,39.72043,,Lowry Field,Council District 5,{00000000-0000-0000-0000-000000000000}
397,Specialty Food Store,Tippett Beef Patti,,7525 E 1st Pl,,Denver,CO,80230.0,(720) 216-1144,,,542107.0,445210.0,1051000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.899833,39.720467,,Lowry Field,Council District 5,{00000000-0000-0000-0000-000000000000}
398,Convenience Store With Gas,Blue Nile Gas Express - Ivory Market,,10890 E DARTMOUTH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.86075500000001,39.659721000000005,,Kennedy,Council District 4,{00000000-0000-0000-0000-000000000000}
399,Convenience Store,Sara Grocery & Laundry,,1330 W 38th Ave,,Denver,CO,80211.0,,,,,,,,,,,,,-105.002609,39.769106,,Highland,Council District 1,{00000000-0000-0000-0000-000000000000}
400,Convenience Store,7-Eleven,,4770 W COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.04773,39.74013,,West Colfax,Council District 1,{00000000-0000-0000-0000-000000000000}
401,Small Grocery Store,Sprouts Farmers Market,,4700 W 38th Ave # B,,Denver,CO,80212.0,(303) 433-2350,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-105.047643,39.769339,,West Highland,Council District 1,{00000000-0000-0000-0000-000000000000}
402,Convenience Store,TT Food Mart,,4400 W 29TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.04431100000001,39.758209,,Sloan Lake,Council District 1,{00000000-0000-0000-0000-000000000000}
403,Convenience Store With Gas,Diamond Shamrock,,7045 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.907417,39.653467,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
404,Convenience Store With Gas,Shell,,7285 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.904028,39.653532,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
405,Convenience Store With Gas,Twin Star Energy,,8899 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.887317,39.653527000000004,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
406,Supermarket,Safeway,,6440 E Yale Ave,,Denver,CO,80222.0,(303) 691-8870,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.91329099999999,39.666283,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
407,Supermarket,Target,,7777 E Hampden Ave,,Denver,CO,80231.0,(303) 481-2822,,,531102.0,452111.0,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-104.900178,39.654964,,Hampden,Council District 4,{00000000-0000-0000-0000-000000000000}
408,Convenience Store,7-Eleven,,4990 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.929382,39.652732,,Southmoor Park,Council District 4,{00000000-0000-0000-0000-000000000000}
409,Supermarket,Safeway,,4950 E Hampden Ave,,Denver,CO,80222.0,(303) 691-0051,,,541105.0,445110.0,14191000.0,,55.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.929801,39.652196,,Southmoor Park,Council District 4,{00000000-0000-0000-0000-000000000000}
410,Specialty Food Store,Duffey's Bakery,,4994 E HAMPDEN AVE,,Denver,CO,80222.0,,,,,,,,,,,,DEH2014,-104.929084,39.652295,,Southmoor Park,Council District 4,{00000000-0000-0000-0000-000000000000}
411,Convenience Store,7-Eleven,,4351 S TAMARAC PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.895058,39.637656,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
412,Convenience Store With Gas,Circle K,,3595 S YOSEMITE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.885319,39.651348999999996,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
413,Convenience Store With Gas,Conoco Yosemite,,8900 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.88434,39.652782,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
414,Dollar Store,Dollar Tree,,8000 E Quincy Ave,,Denver,CO,80237.0,(303) 220-4274,,,533101.0,452990.0,1862000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.896945,39.637715,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
415,Dollar Store,Family Dollar,,8962 E Hampden Ave,,Denver,CO,80231.0,(720) 529-1207,,,533101.0,452990.0,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.88326399999998,39.652019,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
416,Pharmacy,Walgreen,,7190 E HAMPDEN AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.905079,39.652645,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
417,Supermarket,King Soopers,,6470 E Hampden Ave,,Denver,CO,80222.0,(303) 758-1210,,,541105.0,445110.0,57539000.0,,223.0,100 to 249,,"40,000+",InfoGroup2014,-104.914327,39.653043,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
418,Supermarket,Whole Foods,,7400 E Hampden Ave # D-1,,Denver,CO,80231.0,(303) 488-2000,,,541105.0,445110.0,65022000.0,,252.0,250 to 499,,"40,000+",InfoGroup2014,-104.90059099999999,39.652928,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
419,Specialty Food Store,Omaha Steak Stores,,6300 E Hampden Ave # J,,Denver,CO,80222.0,(303) 756-1427,,,542107.0,445210.0,840000.0,,4.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.91626699999999,39.65215,,Hampden South,Council District 4,{00000000-0000-0000-0000-000000000000}
420,Convenience Store,7-Eleven,,2100 S Holly St,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.92185900000001,39.678145,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
421,Convenience Store,Monaco Mini Market,,2200 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912748,39.676955,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
422,Convenience Store With Gas,Conoco/Circle K,,2100 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912747,39.677388,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
423,Convenience Store With Gas,Solo Gas,,2690 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.91278600000001,39.668593,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
424,Dollar Store,Dollar Tree,,2223 S Monaco Pkwy # E8,,Denver,CO,80222.0,(303) 758-0882,,,533101.0,452990.0,1862000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.91295900000001,39.676756,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
425,Pharmacy,Walgreen,,6360 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.914198,39.678204,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
426,Small Grocery Store,Jerusalem International Market,,5470 E Evans Ave,,Denver,CO,80222.0,(303) 691-2330,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.924304,39.678231,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
427,Closed Small Grocery Store,Walmart Neighborhood Market,,2253 S Monaco Pkwy,,Denver,CO,80222.0,(303) 323-4409,,,541105.0,445110.0,18061000.0,,70.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.913002,39.676501,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
428,Specialty Food Store,Crumbles Bakery,,2200 S MONACO PKWY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.912748,39.676955,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
429,Specialty Food Store,Dijla Halal Market,,4770 E Evans Ave,,Denver,CO,80222.0,(303) 756-3168,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.93203700000001,39.678288,,Goldsmith,Council District 4,{00000000-0000-0000-0000-000000000000}
430,Convenience Store With Gas,Diamond Shamrock,,2210 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.94025800000001,39.676403,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
431,Small Grocery Store,Middle East Market,,2254 S Colorado Blvd,,Denver,CO,80222.0,(303) 756-4580,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.94035,39.675458,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
432,Small Grocery Store,Sprouts Farmers Market,,2880 S Colorado Blvd,,Denver,CO,80222.0,(303) 758-4400,,,541105.0,445110.0,19351000.0,,75.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.940546,39.663855,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
433,Supermarket,King Soopers,,2750 S Colorado Blvd,,Denver,CO,80222.0,(303) 512-0441,,,541105.0,445110.0,39477000.0,,153.0,100 to 249,,"40,000+",InfoGroup2014,-104.93730500000001,39.666538,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
434,Specialty Food Store,Sawa Meat & Sausage,,2318 S Colorado Blvd,,Denver,CO,80222.0,(303) 691-2253,,,542107.0,445210.0,630000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.940146,39.674308,,University Hills,Council District 4,{00000000-0000-0000-0000-000000000000}
435,Convenience Store,Signature Foods - Karen's ,,1120 Yosemite St,,Denver,CO,80220.0,(720) 532-0534,,,541104.0,445110.0,258000.0,,1.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.88469199999999,39.733515999999995,,Outside Denver,Outside Denver,{00000000-0000-0000-0000-000000000000}
436,Convenience Store,Russell's,,1775 N SHERMAN ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.985175,39.744538,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
437,Convenience Store,Russell's,,1560 BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98676599999999,39.741336,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
438,Convenience Store,Uptown Market,,1999 N PENNSYLVANIA ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98142299999999,39.746987,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
439,Convenience Store,Urban Express,,1550 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.986729,39.741231,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
440,Small Grocery Store,Marczyk Fine Foods,,770 E 17th Ave,,Denver,CO,80203.0,(303) 894-9499,,,542107.0,445210.0,6306000.0,,30.0,20 to 49,,"2,500 - 9,999",InfoGroup2014,-104.97791799999999,39.742990999999996,,North Capitol Hill,Council District 10,{00000000-0000-0000-0000-000000000000}
441,Convenience Store With Gas,7-Eleven,,1600 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.96843700000001,39.678252,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
442,Convenience Store With Gas,Conoco,,2001 S UNIVERSITY BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.95976599999999,39.679981,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
443,Small Grocery Store,Walgreen,,1235 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.97258899999999,39.679443,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
444,Supermarket,Safeway,,2150 S Downing St,,Denver,CO,80210.0,(303) 722-6117,,,541105.0,445110.0,34833000.0,,135.0,100 to 249,,"40,000+",InfoGroup2014,-104.97251299999999,39.677622,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
445,Specialty Food Store,Adventist Book Center,,2520 S DOWNING ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.973155,39.670699,,University,Council District 6,{00000000-0000-0000-0000-000000000000}
446,Pharmacy,Todd's Pharmacy,,850 E HARVARD AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.977751,39.670294,,Rosedale,Council District 6,{00000000-0000-0000-0000-000000000000}
447,Specialty Food Store,Mountain Man,,2276 S Sherman St,,Denver,CO,80210.0,(303) 282-0779,,,543101.0,445230.0,606000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.984623,39.675494,,Rosedale,Council District 6,{00000000-0000-0000-0000-000000000000}
448,Convenience Store With Gas,7-Eleven,,2410 S UNIVERSITY BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.95899299999999,39.672782,,University Park,Council District 6,{00000000-0000-0000-0000-000000000000}
449,Convenience Store With Gas,Weaver's Automotive,,2945 E EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.95264099999999,39.678723,,University Park,Council District 6,{00000000-0000-0000-0000-000000000000}
450,Convenience Store,1st Stop,,1970 S HOLLY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.921912,39.68091,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
451,Convenience Store,Farm Crest Milk Stores,,1970 S Holly St,,Denver,CO,80222.0,(303) 759-5090,,,545101.0,445299.0,478000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.921912,39.68091,,Virginia Village,Council District 6,{00000000-0000-0000-0000-000000000000}
